,Name,Position,Age,Height,FG%,3P%,AST,TOV,PTS,Tm,Rebounds,STL,BLK,Overall,PERSON_ID
195,Donte DiVincenzo,SG,24,"6' 4""",0.351,0.339,2.8,1.7,9.0,TOT,4.1,1.1,0.2,46.993705231169955,1628978.0
196,Donte DiVincenzo,SG,24,"6' 4""",0.331,0.284,1.7,1.6,7.2,MIL,3.6,0.6,0.2,38.03993922292164,1628978.0
197,Donte DiVincenzo,SG,24,"6' 4""",0.362,0.368,3.6,1.8,10.3,SAC,4.4,1.5,0.2,53.07141306707185,1628978.0
198,Mamadi Diakite,PF,24,"6' 9""",0.532,0.0,0.2,0.5,4.3,OKC,4.5,0.4,0.7,30.887779466029958,
199,George Hill,G,35,"6' 4""",0.429,0.306,2.2,0.8,6.2,MIL,2.9000000000000004,0.8,0.1,41.51291512915129,201588.0
200,Jrue Holiday,PG,31,"6' 3""",0.501,0.411,6.8,2.7,18.3,MIL,4.5,1.6,0.4,75.71087475580639,201950.0
201,Rodney Hood,SG,28,"6' 8""",0.369,0.33,0.7,0.2,3.1,TOT,1.5,0.3,0.1,30.573041024527893,203918.0
202,Rodney Hood,SG,28,"6' 8""",0.351,0.3,0.8,0.2,3.3,MIL,1.7,0.3,0.1,29.661384849142607,203918.0
203,Rodney Hood,SG,28,"6' 8""",0.462,0.545,0.6,0.3,2.6,LAC,0.8,0.2,0.2,39.08183199479054,203918.0
204,Justin Jackson,SF,26,"6' 8""",0.333,0.333,0.3,0.1,2.1,TOT,1.0,0.0,0.0,25.700021706099413,1628382.0
205,Justin Jackson,SF,26,"6' 8""",0.0,0.0,0.0,0.0,2.0,BOS,0.0,0.0,0.0,2.170609941393532,1628382.0
206,Justin Jackson,SF,26,"6' 8""",0.357,0.333,0.3,0.2,2.2,PHO,1.2,0.0,0.0,26.807032776210114,1628382.0
207,Brook Lopez,C,33,"7' 0""",0.466,0.358,0.5,0.9,12.4,MIL,4.1,0.6,1.2,51.68222270457999,201572.0
208,Sandro Mamukelashvili,C,22,"6' 11""",0.496,0.423,0.5,0.4,3.8,MIL,2.0,0.2,0.2,38.60429780768395,
209,Khris Middleton,SF,30,"6' 7""",0.443,0.373,5.4,2.9,20.1,MIL,5.3999999999999995,1.2,0.3,70.84870848708488,203114.0
210,Jordan Nwora,SF,22,"6' 8""",0.403,0.348,1.0,0.9,7.9,MIL,3.6,0.4,0.3,41.382678532667676,
211,Semi Ojeleye,PF,26,"6' 6""",0.303,0.3,0.3,0.3,3.3,TOT,2.5,0.2,0.2,27.881484697199916,1628400.0
212,Semi Ojeleye,PF,26,"6' 6""",0.257,0.268,0.3,0.3,2.9,MIL,3.0,0.3,0.3,26.10158454525722,1628400.0
213,Semi Ojeleye,PF,26,"6' 6""",0.414,0.444,0.4,0.4,4.1,LAC,1.5999999999999999,0.2,0.1,35.96700672889082,1628400.0
214,Bobby Portis,C,26,"6' 10""",0.479,0.393,1.2,1.3,14.6,MIL,9.1,0.7,0.7,61.276318645539384,1626171.0
215,Bogdan Bogdanovic,SG,29,"6' 6""",0.431,0.368,3.1,1.1,15.1,ATL,4.0,1.1,0.2,57.70566529194704,203992.0
216,Clint Capela,C,27,"6' 10""",0.613,0.0,1.2,0.6,11.1,ATL,11.899999999999999,0.7,1.3,54.037334490991974,203991.0
217,John Collins,PF,23,"6' 9""",0.526,0.364,1.8,1.1,16.2,ATL,7.8,0.6,1.0,64.14152376817886,1628381.0
218,Sharife Cooper,PG,20,"6' 1""",0.214,0.167,0.4,0.4,0.5,ATL,0.4,0.0,0.0,14.250054265248535,
219,Gorgui Dieng,C,31,"6' 10""",0.473,0.426,0.8,0.5,3.5,ATL,2.7,0.3,0.3,39.689602778380724,203476.0
220,Danilo Gallinari,PF,33,"6' 10""",0.434,0.381,1.5,0.6,11.7,ATL,4.6,0.4,0.2,49.43564141523768,201568.0
221,Brandon Goodwin,PG,25,"6' 0""",0.416,0.345,2.5,1.0,4.8,CLE,1.9,0.7,0.0,39.75472107662252,1629164.0
222,Solomon Hill,SF,30,"6' 6""",0.15,0.154,0.9,0.1,0.6,ATL,1.8,0.3,0.2,16.084219665726067,203524.0
223,Kevin Huerter,SG,23,"6' 7""",0.454,0.389,2.7,1.2,12.1,ATL,3.4,0.7,0.4,53.71174299978295,1628989.0
224,De'Andre Hunter,SF,23,"6' 8""",0.442,0.379,1.3,1.3,13.4,ATL,3.3,0.7,0.4,51.25895376600824,
225,Jalen Johnson,SF,19,"6' 9""",0.537,0.231,0.1,0.4,2.4,ATL,1.2000000000000002,0.1,0.1,29.780768395919253,
226,Skylar Mays,SG,24,"6' 4""",0.5,0.32,0.6,0.4,2.9,ATL,0.8999999999999999,0.3,0.0,33.10180160625136,
227,Onyeka Okongwu,PF,20,"6' 8""",0.69,0.0,1.1,0.9,8.2,ATL,5.9,0.6,1.3,46.3425222487519,
228,Cam Reddish,SF,22,"6' 8""",0.404,0.359,1.0,1.2,10.1,TOT,2.1,1.0,0.3,44.48665074886043,
229,Cam Reddish,SF,22,"6' 8""",0.402,0.379,1.1,1.3,11.9,ATL,2.5,1.0,0.3,47.67744736270892,
230,Cam Reddish,SF,22,"6' 8""",0.415,0.258,0.7,0.9,6.1,NYK,1.4000000000000001,0.8,0.3,35.15302800086824,
231,Lou Williams,SG,34,"6' 1""",0.391,0.363,1.9,0.8,6.3,ATL,1.6,0.5,0.1,39.20121554156719,101150.0
232,Delon Wright,SG,29,"6' 5""",0.454,0.379,2.4,0.6,4.4,ATL,2.8000000000000003,1.2,0.2,44.703711742999786,1626153.0
233,Trae Young,PG,22,"6' 1""",0.46,0.382,9.7,4.0,28.4,ATL,3.8,0.9,0.1,86.67245495984372,1629027.0
234,LaMelo Ball,PG,20,"6' 6""",0.429,0.389,7.6,3.3,20.1,CHO,6.6,1.6,0.4,78.61949207727372,
235,Bismack Biyombo,C,29,"6' 8""",0.593,0.0,0.6,0.7,5.8,PHO,4.7,0.3,0.7,35.26155849793792,202687.0
236,James Bouknight,SG,20,"6' 5""",0.348,0.347,0.8,0.5,4.6,CHO,1.7,0.2,0.0,31.853700889950076,
237,Miles Bridges,SF,23,"6' 6""",0.491,0.331,3.8,1.9,20.2,CHO,7.0,0.9,0.8,70.0672889081832,1628970.0
238,Vernon Carey Jr.,C,20,"6' 9""",0.538,0.0,0.0,0.4,2.9,TOT,1.7000000000000002,0.3,0.1,23.81159105708704,
239,Vernon Carey Jr.,C,20,"6' 9""",0.5,0.0,0.0,0.3,2.0,CHO,1.3,0.3,0.0,20.837855437377904,
240,Vernon Carey Jr.,C,20,"6' 9""",0.571,0.0,0.0,0.7,4.0,WAS,2.4,0.3,0.3,27.490774907749078,
241,Gordon Hayward,SF,31,"6' 7""",0.459,0.391,3.6,1.7,15.9,CHO,4.6,1.0,0.4,62.29650531799435,202330.0
242,Wes Iwundu,SF,26,"6' 6""",0.444,0.6,0.0,0.3,7.3,ATL,4.3,0.3,0.0,47.55806381593228,1628411.0
243,Kai Jones,PF,20,"6' 11""",0.643,0.5,0.2,0.3,1.0,CHO,0.5,0.0,0.1,39.60277838072498,
244,Scottie Lewis,SG,21,"6' 5""",0.0,0.0,0.5,0.0,0.5,CHO,0.0,0.5,0.0,3.2559149120902973,
245,Caleb Martin,SF,25,"6' 5""",0.507,0.413,1.1,0.9,9.2,MIA,3.9000000000000004,1.0,0.5,51.4434556110267,
246,Cody Martin,SF,25,"6' 5""",0.482,0.384,2.5,0.9,7.7,CHO,4.1,1.2,0.5,51.96440199696115,
247,Jalen McDaniels,PF,23,"6' 9""",0.484,0.38,1.1,0.7,6.2,CHO,3.0999999999999996,0.5,0.4,43.542435424354245,
248,Kelly Oubre Jr.,SG,25,"6' 7""",0.44,0.345,1.1,0.9,15.0,CHO,3.9,1.0,0.4,53.017147818537005,1626162.0
249,Mason Plumlee,C,31,"6' 11""",0.641,0.0,3.1,1.4,6.5,CHO,7.699999999999999,0.8,0.7,47.89450835684827,203486.0
250,Nick Richards,C,23,"7' 0""",0.667,0.0,0.3,0.5,3.0,CHO,1.7,0.2,0.4,29.42261775558932,
251,Terry Rozier,SG,27,"6' 1""",0.444,0.374,4.5,1.3,19.3,CHO,4.3,1.3,0.3,67.22378988495767,1626179.0
252,Ish Smith,PG,33,"6' 0""",0.43,0.373,3.8,1.2,6.3,TOT,2.2,0.7,0.4,47.19991317560234,202397.0
253,Ish Smith,PG,33,"6' 0""",0.395,0.4,2.6,1.0,4.5,CHO,1.5,0.5,0.3,40.64467115259388,202397.0
254,Ish Smith,PG,33,"6' 0""",0.457,0.357,5.2,1.5,8.6,WAS,3.0,1.0,0.5,55.263729107879314,202397.0
255,JT Thor,PF,19,"6' 10""",0.436,0.259,0.6,0.3,2.0,CHO,1.3,0.2,0.3,29.140438463208163,
256,Brad Wanamaker,PG,32,"6' 3""",0.364,0.235,2.4,1.0,3.6,TOT,1.7,0.3,0.3,32.41805947471239,202954.0
257,Brad Wanamaker,PG,32,"6' 3""",0.361,0.235,2.2,1.0,3.5,IND,1.6,0.2,0.3,31.343607553722595,202954.0
258,Brad Wanamaker,PG,32,"6' 3""",0.4,0.0,7.0,0.0,7.0,WAS,4.0,2.0,0.0,46.66811373996093,202954.0
259,P.J. Washington,PF,23,"6' 7""",0.47,0.365,2.3,1.3,10.3,CHO,5.2,0.9,0.9,54.86216626872151,
260,Bam Adebayo,C,24,"6' 9""",0.557,0.0,3.4,2.6,19.1,MIA,10.0,1.4,0.8,64.2609073149555,1628389.0
261,Jimmy Butler,SF,31,"6' 7""",0.48,0.233,5.5,2.1,21.4,MIA,5.8999999999999995,1.6,0.5,71.61927501627957,202710.0
262,Dewayne Dedmon,C,32,"7' 0""",0.566,0.404,0.7,1.0,6.3,MIA,5.800000000000001,0.4,0.6,49.48990666377252,203473.0
263,Marcus Garrett,G,22,"6' 5""",0.238,0.25,0.6,0.2,1.1,MIA,2.0,0.4,0.3,22.83481658345995,
264,Udonis Haslem,PF,41,"6' 8""",0.452,0.25,0.3,0.4,2.5,MIA,1.9000000000000001,0.1,0.1,28.934230518775777,2617.0
265,Tyler Herro,PG,21,"6' 5""",0.447,0.399,4.0,2.6,20.7,MIA,5.0,0.7,0.1,66.72454959843716,
266,Kyle Lowry,PG,35,"6' 0""",0.44,0.377,7.5,2.7,13.4,MIA,4.5,1.1,0.3,66.86563924462774,200768.0
267,Markieff Morris,PF,32,"6' 9""",0.474,0.333,1.4,1.2,7.6,MIA,2.6,0.4,0.1,42.012155415671806,202693.0
268,KZ Okpala,SF,22,"6' 8""",0.435,0.346,0.7,0.2,3.7,MIA,1.9,0.2,0.3,34.653787714347736,
269,Victor Oladipo,SG,29,"6' 4""",0.479,0.417,3.5,2.0,12.4,MIA,2.9,0.6,0.1,55.65443889733015,203506.0
270,Duncan Robinson,SG,27,"6' 7""",0.399,0.372,1.6,0.8,10.9,MIA,2.5999999999999996,0.5,0.2,45.50683742131539,1629130.0
271,Max Strus,SG,25,"6' 5""",0.441,0.41,1.4,0.8,10.6,MIA,3.0,0.4,0.2,47.46038636856957,
272,P.J. Tucker,PF,36,"6' 5""",0.484,0.415,2.1,0.9,7.6,MIA,5.4,0.8,0.2,51.19383546776645,
273,Gabe Vincent,PG,25,"6' 3""",0.417,0.368,3.1,1.4,8.7,MIA,1.8,0.9,0.2,47.26503147384415,
274,Omer Yurtseven,C,23,"7' 0""",0.526,0.091,0.9,0.7,5.3,MIA,5.2,0.3,0.4,35.71738658563056,
275,Cole Anthony,PG,21,"6' 2""",0.391,0.338,5.7,2.6,16.3,ORL,5.4,0.7,0.3,62.91512915129152,
276,Mo Bamba,C,23,"7' 0""",0.48,0.381,1.2,1.1,10.6,ORL,8.1,0.5,1.7,58.096375081397866,1628964.0
277,Ignas Brazdeikis,SF,22,"6' 6""",0.431,0.31,0.9,0.4,5.0,ORL,1.7,0.2,0.1,34.328196223138704,
278,Wendell Carter Jr.,C,22,"6' 10""",0.525,0.327,2.8,1.9,15.0,ORL,10.399999999999999,0.6,0.7,65.61753852832646,1628976.0
279,Jeff Dowtin,G,24,"6' 3""",0.308,0.111,1.1,0.6,2.1,TOT,2.0,0.6,0.1,22.758845235511178,
280,Jeff Dowtin,G,24,"6' 3""",0.5,0.0,0.8,0.3,1.5,GSW,1.8,0.0,0.3,22.574343390492725,
281,Jeff Dowtin,G,24,"6' 3""",0.0,0.0,0.0,0.0,0.0,MIL,0.0,0.0,0.0,0.0,
282,Jeff Dowtin,G,24,"6' 3""",0.263,0.143,1.8,1.0,3.3,ORL,2.8,1.3,0.0,27.979162144562626,
283,James Ennis III,SF,31,"6' 6""",0.458,0.375,0.4,0.3,4.1,TOT,1.7,0.3,0.3,36.238332971565015,203516.0
284,James Ennis III,SF,31,"6' 6""",0.286,0.5,0.0,0.0,2.5,BRK,2.5,0.5,0.5,34.273930974603864,203516.0
285,James Ennis III,SF,31,"6' 6""",0.636,0.5,0.0,0.5,10.0,LAC,2.5,0.5,0.5,53.80942044714565,203516.0
286,James Ennis III,SF,31,"6' 6""",0.333,0.0,1.0,0.3,1.3,DEN,0.6,0.0,0.0,15.074886042978077,203516.0
287,Markelle Fultz,PG,23,"6' 3""",0.474,0.235,5.5,2.2,10.8,ORL,2.7,1.1,0.3,54.23268938571738,1628365.0
288,Hassani Gravett,G,25,"6' 2""",0.474,0.423,2.5,1.1,6.3,ORL,2.6,0.6,0.1,46.57043629259822,
289,R.J. Hampton,PG,20,"6' 4""",0.383,0.35,2.5,1.4,7.6,ORL,3.1,0.7,0.2,43.83546776644237,
290,Gary Harris,SG,26,"6' 4""",0.434,0.384,1.8,1.0,11.1,ORL,2.0,1.0,0.1,48.33948339483395,203914.0
291,Robin Lopez,C,33,"7' 0""",0.553,0.333,1.5,1.2,7.1,ORL,3.5,0.1,0.5,45.561102669850236,201577.0
292,Chuma Okeke,PF,23,"6' 6""",0.376,0.318,1.7,0.8,8.6,ORL,5.0,1.4,0.6,47.55806381593228,
